x,n
0.9507414791048491,813.0
0.18077197939547943,814.0
0.5716407975231504,815.0
0.9451889210627531,816.0
0.19997434281310972,817.0
0.6175405754141579,818.0
0.9116710626868514,819.0
0.31083397352463493,820.0
0.8268745876902329,821.0
0.5525705951402332,822.0
0.9543322435526825,823.0
0.1682273401279698,824.0
0.5401178423431513,825.0
0.958787556681318,826.0
0.15252395444073163,827.0
0.498945135363224,828.0
0.9649957048259087,829.0
0.1303869187447417,830.0
0.43767061683687614,831.0
0.9500040852587873,832.0
0.18333580774655198,833.0
0.5779338268696592,834.0
0.9415555899096769,835.0
0.21241063153533649,836.0
0.6457484908639306,837.0
0.8830034768060229,838.0
0.39877017987236346,839.0
0.9254447407753356,840.0
0.26632754202990505,841.0
0.7542331240107869,842.0
0.7155109020110632,843.0
0.7857224973014988,844.0
0.6498798465081688,845.0
0.8782890820172548,846.0
0.41262384984645484,847.0
0.9355304763635721,848.0
0.232808968051887,849.0
0.6894305564434995,850.0
0.8264880081420537,851.0
0.5535455408822163,852.0
0.9539328976992951,853.0
0.16962740813120009,854.0
0.5436962490917006,855.0
0.9576298619671201,856.0
0.15661915042278485,857.0
0.5098658256744115,858.0
0.9646242887673219,859.0
0.13171968330959677,860.0
0.44146668818628687,861.0
0.9517750664353379,862.0
0.17717125688075555,863.0
0.5627169860979487,864.0
0.9498169974674883,865.0
0.1839856215268279,866.0
0.5795207626291089,867.0
0.9405910904800157,868.0
0.21569483521997432,869.0
0.6529984128584934,870.0
0.8746431346583385,871.0
0.4232201335820237,872.0
0.9422447291555536,873.0
0.21005965420174588,874.0
0.6405075400905809,875.0
0.8887944563458982,876.0
0.3815180409587323,877.0
0.9108134179735293,878.0
0.31355681546581826,879.0
0.8308223043113067,880.0
0.5425484874648068,881.0
0.9580119571878047,882.0
0.15526868170176655,883.0
0.5062788281916375,884.0
0.964847824581844,885.0
0.13091768992869482,886.0
0.43918403879477574,887.0
0.9507234768099628,888.0
0.18083462116602816,889.0
0.5717951592815416,890.0
0.9451034567004291,891.0
0.20026804353665098,892.0
0.6182205115001608,893.0
0.9110522951500717,894.0
0.3127990011161732,895.0
0.8297293340252242,896.0
0.545335265853469,897.0
0.9570665947661818,898.0
0.15860789388254912,899.0
0.5151225193394678,900.0
0.9641172543180738,901.0
0.1335373725828142,902.0
0.44662185084706246,903.0
0.954001984525006,904.0
0.16938528446279516,905.0
0.543078492099177,906.0
0.95783677998126,907.0
0.15588796398007035,908.0
0.507925459731604,909.0
0.9647575421598449,910.0
0.13124164824138443,911.0
0.4401066931119189,912.0
0.9511533763094392,913.0
0.1793380358321311,914.0
0.5680989922809768,915.0
0.9470993551862177,916.0
0.19339436304538388,917.0
0.602132915876345,918.0
0.9247358285291384,919.0
0.26865397721975215,920.0
0.7584090084909176,921.0
0.7072476675166597,922.0
0.7992068406323697,923.0
0.6194345287625515,924.0
0.9099386182895717,925.0
0.31632827084647025,926.0
0.8347817262116441,927.0
0.5323758157677417,928.0
0.9609539732960206,929.0
0.14483273718008044,930.0
0.4780849915250839,931.0
0.9631461670776812,932.0
0.1370131237760351,933.0
0.4564084368801884,934.0
0.9576651339116179,935.0
0.15649453327841092,936.0
0.5095354181229994,937.0
0.9646490325927075,938.0
0.1316309273311516,939.0
0.44121431352221774,940.0
0.9516607782321964,941.0
0.1775698098298106,942.0
0.5637096617219078,943.0
0.9493325649526612,944.0
0.1856669498420214,945.0
0.5836116716125533,946.0
0.9380150811087965,947.0
0.22443116446404207,948.0
0.6718786131620348,949.0
0.850966885422733,950.0
0.4895338669995315,951.0
0.9645771758316637,952.0
0.13188866410762318,953.0
0.4419470113358647,954.0
0.9519912229576444,955.0
0.1764171866653166,956.0
0.5608354688496282,957.0
0.9507143165172053,958.0
0.180866494861614,959.0
0.5718736907666186,960.0
0.945059906141756,961.0
0.20041768458805276,962.0
0.6185666840887278,963.0
0.9107358938974267,964.0
0.3138026582921279,965.0
0.8311759227719586,966.0
0.541644881559907,967.0
0.9583056168218648,968.0
0.15423001173558604,969.0
0.5035104247323203,970.0
0.9649524329042469,971.0
0.13054224762658798,972.0
0.4381137411551801,973.0
0.9502165511295009,974.0
0.18259752036376203,975.0
0.5761268704541628,976.0
0.9426301404361407,977.0
0.20874323688108198,978.0
0.6375542620387132,979.0
0.891964264480642,980.0
0.37196509932877625,981.0
0.9017232678510242,982.0
0.3420670860189839,983.0
0.8687207714704549,984.0
0.4402136717688577,985.0
0.9512027965326232,986.0
0.17916590050840134,987.0
0.5676727551291818,988.0
0.9473227371030515,989.0
0.19262314384064835,990.0
0.6003051476287099,991.0
0.9261640666064451,992.0
0.2639629669671456,993.0
0.7499459634830021,994.0
0.7238542792068176,995.0
0.7715725500878732,996.0
0.6803186311496506,997.0
0.8394928382648207,998.0
0.5201142052802198,999.0
0.9634383163593484,1000.0
0.13596821794984826,1001.0
0.45347612599752857,1002.0
0.9566451425105162,1003.0
0.1600943253511842,1004.0
0.5190315508383189,1005.0
0.9636019082805776,1006.0
0.1353828246650228,1007.0
0.45182965763986604,1008.0
0.9560433259312628,1009.0
0.16221451161191058,1010.0
0.5245777204008608,1011.0
0.9626683116472028,1012.0
0.13872080891445357,1013.0
0.4611825559018926,1014.0
0.9591837752900446,1015.0
0.1511200055700738,1016.0
0.49517141301817824,1017.0
0.9649100031263497,1018.0
0.1306945395132021,1019.0
0.4385480206588878,1020.0
0.9504233053473297,1021.0
0.18187874555994682,1022.0
0.5743636284476595,1023.0
0.94365439594942,1024.0
0.20523919904535523,1025.0
0.6296280310514244,1026.0
0.9001387739637214,1027.0
0.34697139166332597,1028.0
0.8746074658178876,1029.0
0.42332329169651056,1030.0
0.9423058340784425,1031.0
0.20985101968106895,1032.0
0.6400403771887543,1033.0
0.8893003540413693,1034.0
0.37999860456500095,1035.0
0.9094147072615004,1036.0
0.31798524626500246,1037.0
0.8371206295719625,1038.0
0.526309769111634,1039.0
0.962328092750269,1040.0
0.13993555576404892,1041.0
0.46456488054863493,1042.0
0.9601531999145446,1043.0
0.1476798658684438,1044.0
0.48586021911011584,1045.0
0.9642282570620503,1046.0
0.1331396038322055,1047.0
0.44549591593313026,1048.0
0.9535331166053219,1049.0
0.171027768869137,1050.0
0.5472602666188587,1051.0
0.9563785633885815,1052.0
0.1610338225543855,1053.0
0.5214934519149256,1054.0
0.9632168016856538,1055.0
0.1367605512953987,1056.0
0.4557004172124405,1057.0
0.9574249312843138,1058.0
0.15734298844462738,1059.0
0.5117826255872931,1060.0
0.9644641151742809,1061.0
0.13229411086133724,1062.0
0.4430985832979975,1063.0
0.9525022030803977,1064.0
0.17463317896051203,1065.0
0.5563666266192991,1066.0
0.9527360211377436,1067.0
0.17381616733444732,1068.0
0.5543118542073774,1069.0
0.9536138588212684,1070.0
0.17074504294917464,1071.0
0.5465419287737923,1072.0
0.9566386566228189,1073.0
0.1601171898919502,1074.0
0.5190915470171936,1075.0
0.9635930795334124,1076.0
