x,y,n
1.0788073350359488,0.0924424729743994,60.0
-0.5369128996039129,0.32364220051078463,61.0
0.9200565540452706,-0.16107386988117386,62.0
-0.3461795575794949,0.2760169662135812,63.0
1.1082405656932723,-0.10385386727384847,64.0
-0.8233298793012502,0.3324721697079817,65.0
0.38345124349768595,-0.24699896379037506,66.0
0.5471522376137345,0.11503537304930578,67.0
0.6959095734733026,0.16414567128412036,68.0
0.4861394830516088,0.20877287204199077,69.0
0.8779086362676312,0.14584184491548263,70.0
0.06682884182887411,0.26337259088028936,71.0
1.2571200591400251,0.02004865254866223,72.0
-1.1924425277804458,0.3771360177420075,73.0
-0.6135508371411793,-0.3577327583341337,74.0
0.11524476000656764,-0.18406525114235378,75.0
0.7973408522650862,0.03457342800197029,76.0
0.14452001943483073,0.23920225567952585,77.0
1.2099618052551044,0.04335600583044922,78.0
-1.0062545924162185,0.3629885415765313,79.0
-0.05457908508569059,-0.30187637772486553,80.0
0.693953195134827,-0.016373725525707178,81.0
0.3094268226213235,0.2081859585404481,82.0
1.074143016559909,0.09282804678639704,83.0
-0.5224684612477924,0.3222429049679727,84.0
0.9400802947698823,-0.15674053837433774,85.0
-0.39399188323481804,0.28202408843096466,86.0
1.0647026427540789,-0.11819756497044541,87.0
-0.7052259694529728,0.31941079282622364,88.0
0.6231296576389842,-0.21156779083589183,89.0
0.24482541084311948,0.18693889729169524,90.0
1.1030236227793921,0.07344762325293584,91.0
-0.6298779341201887,0.33090708683381764,92.0
0.7754623901856943,-0.1889633802360566,93.0
-0.030842066265570484,0.23263871705570827,94.0
1.2313069907835665,-0.009252619879671145,95.0
-1.131816287653146,0.36939209723506994,96.0
-0.4240192553606581,-0.33954488629594376,97.0
0.4087458532208064,-0.12720577660819743,98.0
0.6388917818565155,0.12262375596624192,99.0
0.5511679634729312,0.19166753455695465,100.0
0.7663669610144969,0.16535038904187935,101.0
0.3431047425334458,0.22991008830434906,102.0
1.06510087821583,0.10293142276003374,103.0
-0.48528441032655123,0.319530263464749,104.0
0.9898289209963651,-0.14558532309796537,105.0
-0.517251133075125,0.29694867629890953,106.0
0.9223804477644085,-0.15517533992253751,107.0
-0.34627530650783656,0.27671413432932257,108.0
1.1088449112733878,-0.10388259195235096,109.0
-0.825234444111993,0.33265347338201634,110.0
0.3792368305336543,-0.2475703332335979,111.0
0.5510808636799058,0.11377104916009628,112.0
0.688604883520229,0.16532425910397175,113.0
0.5014768992529004,0.2065814650560687,114.0
0.8545107523780436,0.1504430697758701,115.0
0.12817899347430387,0.25635322571341307,116.0
1.2333514295980932,0.03845369804229116,117.0
-1.091164350406033,0.37000542887942794,118.0
-0.2968900665564002,-0.32734930512180993,119.0
0.5492494986103809,-0.08906701996692006,120.0
0.4885879636198232,0.16477484958311425,121.0
0.8305693721112823,0.14657638908594695,122.0
0.1807927144408853,0.2491708116333847,123.0
1.2034104038005198,0.054237814332265585,124.0
-0.9732374256331965,0.36102312114015594,125.0
0.03495559982577173,-0.2919712276899589,126.0
0.7063181207671898,0.010486679947731519,127.0
0.3120472771339992,0.21189543623015694,128.0
1.0755725317967169,0.09361418314019976,129.0
-0.5259845964776393,0.32267175953901506,130.0
0.9353480455145721,-0.1577953789432918,131.0
-0.3826217316903937,0.2806044136543716,132.0
1.0756452682679138,-0.1147865195071181,133.0
-0.7346043599131313,0.32269358048037416,134.0
0.5671925886356401,-0.2203813079739394,135.0
0.32922828638158275,0.17015777659069203,136.0
1.0184100062154373,0.09876848591447482,137.0
-0.353254031149143,0.30552300186463116,138.0
1.1308192271322637,-0.1059762093447429,139.0
-0.8962291835775571,0.3392457681396791,140.0
0.21472831884514687,-0.26886875507326713,141.0
0.6665796936470446,0.06441849565354406,142.0
0.4423586124779212,0.1999739080941134,143.0
0.9260203092473651,0.13270758374337635,144.0
-0.0678114746506436,0.27780609277420953,145.0
1.2713683382421967,-0.02034344239519308,146.0
-1.2832718744738079,0.38141050147265904,147.0
-0.9240908838690693,-0.38498156234214237,148.0
-0.5805031086520274,-0.27722726516072077,149.0
0.25099533202274477,-0.1741509325956082,150.0
0.7376509480283008,0.07529859960682343,151.0
0.3135181100289522,0.22129528440849022,152.0
1.0836842369659134,0.09405543300868566,153.0
-0.5500647026190658,0.325105271089774,154.0
0.9015056231954122,-0.16501941078571974,155.0
-0.30281675489984755,0.27045168695862365,156.0
1.1420745050913195,-0.09084502646995427,157.0
-0.9169128717213693,0.34262235152739584,158.0
0.16560145146773642,-0.2750738615164108,159.0
0.6865327614640797,0.04968043544032092,160.0
0.389822309851428,0.20595982843922392,161.0
0.9932138218781601,0.1169466929554284,162.0
-0.2641164814023216,0.297964146563448,163.0
1.2003036245157679,-0.07923494442069647,164.0
-1.0962552518566617,0.36009108735473033,165.0
-0.32239472075790737,-0.3288765755569985,166.0
0.5256097260814048,-0.0967184162273722,167.0
0.5165097659607107,0.15768291782442143,168.0
0.784187644158518,0.1549529297882132,169.0
0.29402256403697213,0.2352562932475554,170.0
1.1142273178195299,0.08820676921109163,171.0
-0.6498967528743335,0.33426819534585894,172.0
0.7429560901906155,-0.19496902586230003,173.0
0.032253721405843594,0.22288682705718463,174.0
1.2214304034948484,0.009676116421753077,175.0
-1.0789730063924703,0.36642912104845454,176.0
-0.2634267268845935,-0.32369190191774105,177.0
0.5791570014702767,-0.07902801806537806,178.0
0.45138001664176297,0.17374710044108302,179.0
0.8885056132481576,0.1354140049925289,180.0
0.03019489030965064,0.2665516839744473,181.0
1.2652752600133108,0.009058467092895192,182.0
-1.2322316099495565,0.37958257800399325,183.0
-0.746170058778433,-0.36966948298486696,184.0
-0.14914714224924114,-0.2238510176335299,185.0
0.7450061643089086,-0.04474414267477234,186.0
0.1782079985236461,0.22350184929267258,187.0
1.179040522259747,0.05346239955709383,188.0
-0.8927287748256582,0.3537121566779241,189.0
0.23796162511551533,-0.26781863244769744,190.0
0.6529053385136387,0.0713884875346546,191.0
0.4745889540512018,0.1958716015540916,192.0
0.8805430561237124,0.14237668621536054,193.0
0.05687818305259834,0.26416291683711374,194.0
1.259633738046803,0.017063454915779503,195.0
-1.204284560720287,0.3778901214140409,196.0
-0.6525317030509155,-0.3612853682160861,197.0
0.04259795890277457,-0.19575951091527463,198.0
0.8017000685409699,0.01277938767083237,199.0
0.1129671878127983,0.24051002056229095,200.0
1.222643800831026,0.03389015634383949,201.0
-1.0589108528509137,0.3667931402493078,202.0
-0.20301593175032134,-0.3176732558552741,203.0
0.6246250881824944,-0.0609047795250964,204.0
0.39287611937311906,0.18738752645474832,205.0
0.9712952232115944,0.11786283581193571,206.0
-0.20291733907518958,0.2913885669634783,207.0
1.2337429418671806,-0.06087520172255687,208.0
-1.191845506972476,0.3701228825601542,209.0
-0.6185711149265156,-0.3575536520917428,210.0
0.10676403399825157,-0.18557133447795468,211.0
0.7984706829842335,0.03202921019947547,212.0
0.1394516059800438,0.23954120489527003,213.0
1.2123157543206913,0.04183548179401314,214.0
-1.015757801649792,0.36369472629620736,215.0
-0.08077474996117773,-0.30472734049493755,216.0
0.6861382751812554,-0.024232424988353318,217.0
0.3166675492754554,0.2058414825543766,218.0
1.0654518110846045,0.09500026478263661,219.0
-0.49426232165821254,0.31963554332538135,220.0
0.9776222036700285,-0.14827869649746375,221.0
-0.48632193884956354,0.29328666110100854,222.0
0.9621740216120505,-0.14589658165486905,223.0
-0.44198696866601817,0.2886522064836151,224.0
1.0151587338248091,-0.13259609059980546,225.0
-0.575362247404911,0.30454762014744274,226.0
0.8410892181130807,-0.1726086742214733,227.0
-0.16301217617797603,0.2523267654339242,228.0
1.215124608018733,-0.04890365285339281,229.0
-1.1160425910711442,0.3645373824056199,230.0
-0.37923410871309043,-0.33481277732134324,231.0
0.46384130978267984,-0.11377023261392713,232.0
0.5850215024607961,0.13915239293480394,233.0
0.6600021712567219,0.1755064507382388,234.0
0.5656624382492166,0.19800065137701656,235.0
0.7500370597125483,0.16969873147476497,236.0
0.3821209041556224,0.2250111179137645,237.0
1.0205881783639699,0.11463627124668671,238.0
-0.3436040504961141,0.3061764535091909,239.0
1.1408872125849203,-0.10308121514883423,240.0
-0.925354299724539,0.3422661637754761,241.0
0.14347335174930748,-0.2776062899173617,242.0
0.6935752663555856,0.04304200552479224,243.0
0.36957669538448207,0.2080725799066757,244.0
1.0168508726268357,0.11087300861534462,245.0
-0.33670696741139544,0.3050552617880507,246.0
1.1463350471233207,-0.10101209022341863,247.0
-0.9407297465919346,0.3439005141369962,248.0
0.10493907556490045,-0.28221892397758036,249.0
0.7023639826098373,0.031481722669470136,250.0
0.3408404929748975,0.2107091947829512,251.0
1.0480680564710316,0.10225214789246924,252.0
-0.4355731635004824,0.31442041694130946,253.0
1.0488068438747642,-0.13067194905014473,254.0
-0.6706660631121062,0.31464205316242927,255.0
0.684931897668021,-0.20119981893363184,256.0
0.14201579484600532,0.20547956930040628,257.0
1.1772436889203666,0.0426047384538016,258.0
-0.8976590458901642,0.35317310667610996,259.0
0.22506463894029421,-0.26929771376704925,260.0
0.6597865578510957,0.06751939168208826,261.0
0.4580737689926921,0.19793596735532873,262.0
0.9041717583804905,0.13742213069780762,263.0
-0.007115065416207544,0.2712515275141471,264.0
1.2711806536959194,-0.002134519624862263,265.0
-1.2643948756879613,0.3813541961087758,266.0
-0.8568179662235891,-0.37931846270638836,267.0
-0.4071103008473267,-0.2570453898670767,268.0
0.5109202942545221,-0.122133090254198,269.0
0.5124115438322236,0.15327608827635664,270.0
0.7856842619228246,0.1537234631496671,271.0
0.2895037999431681,0.23570527857684737,272.0
1.1183678483227,0.08685113998295042,273.0
-0.6641941618437733,0.33551035449681,274.0
0.7178949160185164,-0.19925824855313198,275.0
0.07921939682354232,0.2153684748055549,276.0
1.2065824768392348,0.023765819047062695,277.0
-1.014411963734641,0.3619747430517704,278.0
-0.07866954198338821,-0.30432358912039226,279.0
0.6870119553093812,-0.023600862595016463,280.0
0.31561953997175674,0.20610358659281436,281.0
1.0666416149760378,0.09468586199152702,282.0
-0.498128206726639,0.3199924844928113,283.0
0.9726080900214353,-0.14943846201799169,284.0
-0.4737915575031938,0.2917824270064306,285.0
0.9775126110606076,-0.14213746725095813,286.0
-0.47988073394649544,0.29325378331818225,287.0
0.9708540569799442,-0.14396422018394864,288.0
-0.46354486012013196,0.29125621709398325,289.0
0.9904328448126734,-0.1390634580360396,290.0
-0.5124035661532546,0.297129853443802,291.0
0.9295494729946003,-0.15372106984597636,292.0
-0.3634081816883312,0.27886484189838007,293.0
1.0939731327731532,-0.10902245450649936,294.0
-0.7845105558278093,0.32819193983194594,295.0
0.4665524027445844,-0.23535316674834278,296.0
0.45990723094221436,0.13996572082337533,297.0
0.843845195321266,0.13797216928266431,298.0
0.1410675701491646,0.2531535585963798,299.0
1.2252934755094746,0.04232027104474938,300.0
-1.059561470531773,0.3675880426528424,301.0
-0.20415067111679241,-0.3178684411595319,302.0
0.6237830637160566,-0.06124520133503772,303.0
0.3940073638543764,0.18713491911481697,304.0
0.969796395234752,0.11820220915631291,305.0
-0.19850485833813408,0.2909389185704256,306.0
1.235773068273046,-0.059551457501440225,307.0
-1.1975405642780093,0.3707319204819138,308.0
-0.6370128438458964,-0.35926216928340277,309.0
0.07263832220210636,-0.1911038531537689,310.0
0.8015092906529593,0.021791496660631907,311.0
0.12240749645641796,0.24045278719588778,312.0
1.2194757539316685,0.03672224893692539,313.0
-1.0452473112611704,0.36584272617950053,314.0
-0.16371599219868793,-0.31357419337835113,315.0
0.6489017100794077,-0.04911479765960638,316.0
0.36138240125882226,0.1946705130238223,317.0
1.0118343771083929,0.10841472037764667,318.0
-0.3249176090000143,0.30355031313251785,319.0
1.1557502794389172,-0.09747528270000429,320.0
-0.9675374744923932,0.34672508383167516,321.0
0.03614481346570947,-0.29026124234771794,322.0
0.7079097310956228,0.01084344403971284,323.0
0.30925278170788506,0.21237291932868685,324.0
1.0784807231369962,0.09277583451236551,325.0
-0.5355931037369721,0.32354421694109886,326.0
0.9219402550622546,-0.16067793112109163,327.0
-0.35064129858704873,0.2765820765186764,328.0
1.1044530281339398,-0.10519238957611461,329.0
-0.8129354774720352,0.3313359084401819,330.0
0.4061261816944217,-0.24388064324161055,331.0
0.5252054911176229,0.12183785450832652,332.0
0.7356607234481816,0.15756164733528688,333.0
0.3998862673012643,0.22069821703445447,334.0
0.996825579547861,0.11996588019037929,335.0
-0.2711598502669211,0.29904767386435827,336.0
1.1961089437088677,-0.08134795508007632,337.0
-1.084295202388557,0.3588326831126603,338.0
-0.2871418371793181,-0.3252885607165671,339.0
0.5592808307612332,-0.08614255115379543,340.0
0.4759443821264393,0.16778424922836996,341.0
0.8506519723995647,0.14278331463793179,342.0
0.12973102523175425,0.2551955917198694,343.0
1.2316333972491145,0.038919307569526274,344.0
-1.0847698477376269,0.36949001917473434,345.0
-0.27792585241026524,-0.32543095432128805,346.0
0.5664291544655504,-0.08337775572307957,347.0
0.4674434624369387,0.16992874633966512,348.0
0.8640239995346181,0.1402330387310816,349.0
0.0950805782505649,0.25920719986038543,350.0
1.246550756955739,0.02852417347516947,351.0
-1.1469201320585267,0.3739652270867217,352.0
-0.46763087796288577,-0.344076039617558,353.0
0.34977386714836695,-0.14028926338886571,354.0
0.6884322752152414,0.10493216014451008,355.0
0.4414175635632626,0.2065296825645724,356.0
0.9337404309735946,0.13242526906897878,357.0
-0.08819440033967696,0.28012212929207836,358.0
1.269232576140293,-0.026458320101903087,359.0
-1.2817901853719174,0.38076977284208785,360.0
-0.9194107381999961,-0.3845370556115752,361.0
-0.5679796033360216,-0.2758232214599988,362.0
0.2725356168119589,-0.17039388100080646,363.0
0.7256201915956887,0.08176068504358767,364.0
0.34462615761167814,0.2176860574787066,365.0
1.0514119935644417,0.10338784728350343,366.0
-0.4442662050121114,0.3154235980693325,367.0
1.0391021527871238,-0.1332798615036334,368.0
-0.6449064590012026,0.31173064583613713,369.0
0.7294645686300796,-0.19347193770036078,370.0
0.06156208265830396,0.21883937058902386,371.0
1.2135335245593049,0.018468624797491187,372.0
-1.0432604365235691,0.36406005736779146,373.0
-0.1596892164136956,-0.3129781309570707,374.0
0.6513209648685812,-0.047906764924108676,375.0
0.3581866360876161,0.19539628946057433,376.0
1.015779556680107,0.10745599082628482,377.0
-0.33707536005064404,0.3047338670040321,378.0
1.1456661493094522,-0.10112260801519321,379.0
-0.9386939039581605,0.34369984479283566,380.0
0.11009510133333844,-0.28160817118744813,381.0
0.7014225249399146,0.03302853040000153,382.0
0.34423754850968236,0.2104267574819744,383.0
1.0445274717564361,0.10327126455290471,384.0
-0.42418143040254475,0.3133582415269308,385.0
1.0614564012692425,-0.12725442912076343,386.0
-0.7046199976343946,0.3184369203807727,387.0
0.6233518428879607,-0.2113859992903184,388.0
0.24461947266513798,0.18700555286638823,389.0
1.10323139189663,0.07338584179954138,390.0
-0.6305814638931044,0.330969417568989,391.0
0.7742832419211902,-0.18917443916793134,392.0
-0.028494793375915012,0.23228497257635705,393.0
1.2311482380270067,-0.008548438012774504,394.0
-1.1305648156085788,0.369344471408102,395.0
-0.4201030518007818,-0.33916944468257365,396.0
0.4137493515321639,-0.12603091554023452,397.0
0.634305148209165,0.12412480545964917,398.0
0.5608445759971383,0.19029154446274948,399.0
0.7499262506671758,0.1682533727991415,400.0
0.3809082387835227,0.22497787520015272,401.0
1.0218503542777215,0.1142724716350568,402.0
-0.3475769335174502,0.30655510628331645,403.0
1.1374214916845649,-0.10427308005523507,404.0
-0.9154917896995519,0.34122644750536946,405.0
0.16785114369516552,-0.27464753690986554,406.0
0.6859088540744493,0.05035534310854965,407.0
0.39169600457173576,0.2057726562223348,408.0
0.9909765922258891,0.11750880137152073,409.0
-0.25733964750396965,0.2972929776677667,410.0
1.2045798058193125,-0.0772018942511909,411.0
-1.1086194062739603,0.36137394174579374,412.0
-0.35927784140832575,-0.33258582188218805,413.0
0.48670138385997547,-0.10778335242249772,414.0
0.560587115705801,0.14601041515799262,415.0
0.7060493351445039,0.16817613471174028,416.0
0.47026820559054605,0.21181480054335114,417.0
0.9022017412782581,0.14108046167716382,418.0
0.0015252869254344104,0.27066052238347743,419.0
1.2706572652831907,0.0004575860776303231,420.0
-1.2599402540661089,0.3811971795849572,421.0
-0.8412320417576822,-0.37798207621983265,422.0
-0.3687219635315508,-0.25236961252730467,423.0
0.5572921465259082,-0.11061658905946524,424.0
0.4545790597292987,0.16718764395777244,425.0
0.8778886737956497,0.1363737179187896,426.0
0.057409784908631245,0.2633666021386949,427.0
1.2587523653741375,0.017222935472589372,428.0
-1.201017588796391,0.37762570961224123,429.0
-0.6417948384253742,-0.36030527663891726,430.0
0.06303386287984963,-0.19253845152761226,431.0
0.8018989734550097,0.01891015886395489,432.0
0.11865140978447733,0.2405696920365029,433.0
1.2208602721751214,0.0355954229353432,434.0
-1.0511043029103726,0.3662580816525364,435.0
-0.18049027618284402,-0.3153312908731118,436.0
0.6390612734117052,-0.05414708285485321,437.0
0.3740938815007206,0.19171838202351155,438.0
0.9957936569767263,0.11222816445021618,439.0
-0.2760188457348986,0.29873809709301785,440.0
1.1920771326118618,-0.08280565372046958,441.0
-1.0722726998550351,0.35762313978355853,442.0
-0.2520531002126103,-0.3216818099565105,443.0
0.589375118585986,-0.07561593006378309,444.0
0.4380758273646739,0.1768125355757958,445.0
0.9081379328460549,0.13142274820940217,446.0
-0.02317755889406589,0.27244137985381645,447.0
1.2716893009230135,-0.006953267668219768,448.0
-1.2710244169831073,0.38150679027690404,449.0
-0.8801975057172429,-0.3813073250949322,450.0
-0.4659540337941302,-0.26405925171517286,451.0
0.4319823220321971,-0.13978621013823905,452.0
0.5989615726941007,0.12959469660965914,453.0
0.6273377448197925,0.1796884718082302,454.0
0.6287147673024138,0.18820132344593776,455.0
0.6348061613721581,0.18861443019072413,456.0
0.624444022668248,0.1904418484116474,457.0
0.6445393759871025,0.1873332068004744,458.0
0.6057297967234935,0.19336181279613077,459.0
0.6796897915019721,0.18171893901704803,460.0
0.5349494412762562,0.2039069374505916,461.0
0.8032676708401015,0.16048483238287686,462.0
0.2571503009592426,0.24098030125203046,463.0
1.14840351305523,0.07714509028777276,464.0
-0.7692177900288583,0.34452105391656895,465.0
0.5161466420209361,-0.23076533700865748,466.0
0.39626436449405894,0.15484399260628082,467.0
0.9350083674112483,0.11887930934821768,468.0
-0.10505759663244917,0.28050251022337447,469.0
1.2650505721691134,-0.03151727898973475,470.0
-1.2720114091932964,0.379515171650734,471.0
-0.8857030635143476,-0.3816034227579889,472.0
-0.4798613061641694,-0.2657109190543043,473.0
0.41191545853067996,-0.1439583918492508,474.0
0.6184975251835927,0.12357463755920398,475.0
0.5880197734376835,0.1855492575550778,476.0
0.7014751020198913,0.17640593203130506,477.0
0.4875116857759615,0.21044253060596738,478.0
0.8777078293305998,0.14625350573278845,479.0
0.06773405859726206,0.2633123487991799,480.0
1.2568892850274997,0.020320217579178616,481.0
-1.1913587271645367,0.3770667855082499,482.0
-0.6100030779992971,-0.357407618149361,483.0
0.12164712461457589,-0.18300092339978913,484.0
0.796281844502419,0.036494137384372766,485.0
0.14880345114652835,0.2388845533507257,486.0
1.2078850994483616,0.0446410353439585,487.0
-0.9979399435131712,0.3623655298345085,488.0
-0.03187225336819127,-0.29938198305395136,489.0
0.699195840197376,-0.009561676010457381,490.0
0.3060135718605023,0.2097587520592128,491.0
1.0786567234312607,0.0918040715581507,492.0
-0.537096386246698,0.3235970170293782,493.0
0.9197354776624111,-0.16112891587400938,494.0
-0.34540760429327444,0.27592064329872334,495.0
1.1088916649536564,-0.10362228128798233,496.0
-0.8251192957331515,0.3326674994860969,497.0
0.3795169064184564,-0.24753578871994542,498.0
0.550817896119645,0.11385507192553693,499.0
0.689094575365596,0.1652453688358935,500.0
0.5004535015182859,0.2067283726096788,501.0
0.8560931825550006,0.15013605045548578,502.0
0.1240822983514766,0.25682795476650017,503.0
1.2352729712966413,0.03722468950544298,504.0
-1.0990343495570027,0.3705818913889924,505.0
-0.3204452107196652,-0.3297103048671008,506.0
0.5265305088304604,-0.09613356321589955,507.0
0.5157383093631316,0.1579591526491381,508.0
0.7855787474065004,0.15472149280893946,509.0
0.290733937081467,0.2356736242219501,510.0
1.1173369131827036,0.08722018112444009,511.0
-0.6605983074604732,0.3352010739548111,512.0
0.7242549006073125,-0.19817949223814196,513.0
0.06745728228666675,0.21727647018219373,514.0
1.2109057912752894,0.020237184686000026,515.0
-1.0325727847956485,0.36327173738258683,516.0
-0.12941744087831003,-0.3097718354386945,517.0
0.6667797409564182,-0.038825232263493006,518.0
0.3387414556066355,0.20003392228692546,519.0
1.0393898390418224,0.10162243668199064,520.0
-0.41084129582274875,0.3118169517125467,521.0
1.0755101532179052,-0.12325238874682462,522.0
-0.7426633142915475,0.32265304596537153,523.0
0.5504847282130634,-0.22279899428746425,524.0
0.3529541953184014,0.165145418463919,525.0
0.9907380888739146,0.10588625859552041,526.0
-0.2683004864482306,0.2972214266621744,527.0
1.1964422152224743,-0.08049014593446918,528.0
-1.084553710047515,0.3589326645667423,529.0
-0.2878267854022188,-0.3253661130142545,530.0
0.5586519252327806,-0.08634803562066563,531.0
0.47672320138652524,0.16759557756983418,532.0
0.8494245625335297,0.14301696041595757,533.0
0.13288603800656784,0.2548273687600589,534.0
1.2301051900241426,0.039865811401970354,535.0
-1.0785564785320947,0.36903155700724277,536.0
-0.25956615132973127,-0.3235669435596284,537.0
0.5821086347577911,-0.07786984539891938,538.0
0.4477395068776694,0.1746325904273373,539.0
0.8939736580006554,0.1343218520633008,540.0
0.015457390384599007,0.2681920974001966,541.0
1.267857594115694,0.004637217115379702,542.0
-1.2458108134241903,0.38035727823470816,543.0
-0.7925051377477916,-0.37374324402725706,544.0
-0.25303339472656167,-0.23775154132433748,545.0
0.6726122002900753,-0.0759100184179685,546.0
0.29071994081135266,0.2017836600870226,547.0
1.0834583425075237,0.08721598224340579,548.0
-0.5562187896854052,0.3250375027522571,549.0
0.8919064239535213,-0.16686563690562153,550.0
-0.2805615336310031,0.2675719271860564,551.0
1.1573712433713237,-0.08416846008930093,552.0
-0.9594799330653381,0.3472113730113971,553.0
0.058368934274305284,-0.2878439799196014,554.0
0.7073863145967532,0.017510680282291583,555.0
0.31695712297200435,0.21221589437902594,556.0
1.0715693494552596,0.0950871368916013,557.0
-0.5124780820771544,0.32147080483657786,558.0
0.9537835063833079,-0.1537434246231463,559.0
-0.42732759249151864,0.28613505191499233,560.0
1.0304826320885558,-0.1281982777474556,561.0
-0.6148505147980766,0.3091447896265667,562.0
0.779887171860123,-0.18445515443942298,563.0
-0.03596875560419635,0.2339661515580369,564.0
1.2321548996264369,-0.010790626681258905,565.0
-1.1362786020240674,0.36964646988793104,566.0
-0.43793421609694516,-0.3408835806072202,567.0
0.3906154907129557,-0.13138026482908355,568.0
0.6550070889520241,0.1171846472138867,569.0
0.51653664600552,0.1965021266856072,570.0
0.8229679773523226,0.15496099380165598,571.0
0.2067741853553338,0.24689039320569678,572.0
1.18703260398459,0.06203225560660013,573.0
-0.9106327084848106,0.356109781195377,574.0
0.19515707952804212,-0.27318981254544317,575.0
0.6734893874886765,0.05854712385841263,576.0
0.423523986774591,0.20204681624660295,577.0
0.9509252219237814,0.1270571960323773,578.0
-0.13890509273473273,0.2852775665771344,579.0
1.2582650918744318,-0.041671527820419815,580.0
-1.2581949858221009,0.37747952756232955,581.0
-0.8387969437246974,-0.37745849574663026,582.0
-0.3624709336692806,-0.2516390831174092,583.0
0.5644216680254788,-0.10874128010078418,584.0
0.4452581728278865,0.16932650040764363,585.0
0.8917697237496044,0.13357745184836595,586.0
0.02022291557334205,0.2675309171248813,587.0
1.2669583642848803,0.006066874672002614,588.0
-1.2411900208919846,0.3800875092854641,589.0
-0.7766862258611189,-0.3723570062675954,590.0
-0.21689509708693988,-0.23300586775833565,591.0
0.7011332558451701,-0.06506852912608196,592.0
0.2467084914410499,0.210339976753551,593.0
1.125128865104785,0.07401254743231496,594.0
-0.698268400896459,0.3375386595314355,595.0
0.6549283959647383,-0.2094805202689377,596.0
0.19001579435373928,0.1964785187894215,597.0
1.145930115843986,0.05700473830612178,598.0
-0.7814134242513741,0.3437790347531958,599.0
0.4889293193128348,-0.2344240272754122,600.0
0.430903341727391,0.14667879579385043,601.0
0.8867300299172847,0.1292710025182173,602.0
0.0284647981782655,0.2660190089751854,603.0
1.2648846663457243,0.008539439453479649,604.0
-1.2313670673656683,0.37946539990371725,605.0
-0.7433053965260992,-0.3694101202097005,606.0
-0.14291419771645059,-0.22299161895782973,607.0
0.7484141259696588,-0.04287425931493517,608.0
0.17295255515376518,0.22452423779089764,609.0
1.182646616922995,0.05188576654612955,610.0
-0.9062284621810376,0.35479398507689847,611.0
0.20504394914308693,-0.27186853865431126,612.0
0.6692712318334187,0.06151318474292608,613.0
0.43441961027917575,0.20078136955002562,614.0
0.9365728126368702,0.13032588308375273,615.0
-0.09771020363500024,0.28097184379106105,616.0
1.2676056463389105,-0.02931306109050007,617.0
-1.278866765572902,0.38028169390167316,618.0
-0.9094185918199811,-0.3836600296718706,619.0
-0.541519074878843,-0.2728255775459943,620.0
