K,Media do RMSE,Desvio Padrao do RMSE
1.0,0.0012694216003352743,0.00014406068396095805
2.0,4.83611086692023e-05,4.925289906549117e-05
3.0,0.0001469823664128681,3.522069710613594e-05
4.0,0.000168336748931132,3.783212387813291e-05
5.0,0.0002193412009375268,8.323399229953644e-05
6.0,0.00020729587570875922,0.00011466698661093644
7.0,8.215860046706089e-05,5.1382402814758536e-05
8.0,9.880349168016919e-05,5.322773505288442e-05
