K,Media do MSE,Desvio Padrao do MSE
1.0,0.009200467441677029,9.698992773012052e-06
2.0,0.0009157980610022347,5.683900514837213e-05
3.0,0.0002400211814786682,7.979142520500226e-06
4.0,9.750263766173911e-05,2.4084343083051706e-05
5.0,5.301674528474998e-05,2.2018494869474163e-05
6.0,5.22062775712718e-05,1.6313964133413115e-05
7.0,3.8662812449175146e-05,1.1718639292365026e-05
