K,Media do RMSE,Desvio Padrao do RMSE
1.0,0.16117250641668274,0.008143785772658462
2.0,0.008223127827672455,0.0014264091634510797
3.0,0.0009027986611178439,0.0007506374386533992
4.0,0.00024980718488726067,8.54072218698784e-05
5.0,0.00022556919711491592,0.00012823163292760266
6.0,0.000234114535763034,4.70963874255192e-05
7.0,0.0004771122324342394,0.00024388602358225636
8.0,0.00015797552814698554,6.892553447962683e-05
9.0,0.0002151308999680179,6.047396555633635e-05
