K,Media do RMSE,Desvio Padrao do RMSE
1.0,0.009243812172540089,2.8732352495835505e-05
2.0,0.0009152928068398581,1.2334313884757154e-05
3.0,0.00027802440233820684,1.204081583666856e-05
4.0,0.0001075398764471735,8.320906629107015e-06
5.0,6.608332210844083e-05,2.3097606045698112e-05
6.0,8.06676825217944e-05,2.6800122904735814e-05
7.0,4.3926294999663145e-05,9.755455512424859e-06
