K,Media do MSE,Desvio Padrao do MSE
1.0,0.1646257523551599,0.013865242650975508
2.0,0.0043145613922332396,0.001957805857871681
3.0,0.001252266778726026,0.0010817906253134271
4.0,0.0007557461042864256,0.0002607044775364099
5.0,0.0006826932812592812,0.000364569064171183
6.0,0.0005685641650993704,0.00022537039662111068
7.0,0.00044863039752801614,8.766495410892208e-05
8.0,0.00024114644972076835,0.00013911598796092697
9.0,0.00030068421423883767,0.00021563905545562195
