K,Media do MSE,Desvio Padrao do MSE
1.0,0.0022960329369193684,0.0021945097638538234
2.0,0.00015885623007905186,4.244681049936508e-05
3.0,0.00019650099909881448,8.491677972565855e-05
4.0,0.00033218813404209386,0.00012968345799693588
5.0,0.000722631876195285,0.0006237247909875487
6.0,0.00023116061509981578,0.00013969854202886017
7.0,0.0002159020306866539,0.00021279828334199363
8.0,0.00011725807681399102,6.77868933713171e-05
