K,Media do MSE,Desvio Padrao do MSE
1.0,4.6573199133416095e-09,3.053546456916655e-09
2.0,9.764429204062622e-09,3.727173271545677e-09
3.0,8.698848125049615e-08,2.6453854276555006e-08
4.0,1.5948813640537857e-06,4.2543964728389836e-07
5.0,3.3550732910614504e-05,5.188431497677371e-06
6.0,0.0005112522960442041,0.00016173650661109563
7.0,0.0057305144715708075,0.0008824558928296214
8.0,0.049783788578901304,0.006196710901333501
9.0,0.11409410945804944,0.006802913745408907
