K,Media do MSE,Desvio Padrao do MSE
1.0,1.0817286662580437e-06,1.1645620350611952e-06
2.0,1.3160549330246079e-08,2.068105550356741e-08
3.0,1.3810887970816953e-08,4.355280842374323e-09
4.0,5.313654072517558e-07,1.738462414392475e-07
5.0,1.4022251782712264e-05,2.9846404388720913e-06
6.0,0.0005551584064542129,9.516400258936215e-05
7.0,0.003821356527934972,0.0006884384104916262
8.0,0.009946706652648313,0.0005530370588944182
