K,Media do MSE,Desvio Padrao do MSE
1.0,2.2919091477018317e-07,1.90482780540648e-08
2.0,3.0779616759995927e-07,1.8619804906217314e-08
3.0,3.791222230672698e-07,1.388012334735059e-08
4.0,3.9360496842366936e-07,3.6610002191785937e-08
5.0,4.4812167613338975e-07,4.537075788310917e-08
6.0,5.169956155649449e-07,5.7726628758250354e-08
7.0,4.866676792288828e-07,3.226540394974781e-08
