K,Media do MSE,Desvio Padrao do MSE
2.0,9.254467229894489e-09,2.3444111622246236e-09
3.0,1.571125357521145e-08,5.002544850836933e-09
4.0,6.064325497084279e-07,1.8505658261665746e-07
