K,Media do RMSE,Desvio Padrao do RMSE
1.0,0.0003275452828720645,3.4856271304604264e-05
2.0,0.0015191485405185124,0.00013056961880236978
3.0,0.00032496361427405263,4.949707629860625e-05
4.0,0.00029434382424467834,4.619968972840897e-05
5.0,0.00044878035699226455,6.307699382435863e-05
6.0,0.00039175957772389605,4.7524955207316566e-05
7.0,0.0028871377628727247,0.0012160702292546553
8.0,0.0005066190235304293,0.00017230576728833726
