K,Media do RMSE,Desvio Padrao do RMSE
1.0,0.17578816789773657,0.012956852755940164
2.0,0.005190317068914024,0.0016200208095096952
3.0,0.00234553394563324,0.003764600560136518
4.0,0.0006415131950131122,0.00047261117784957757
5.0,0.0018921599867780866,0.00021392147838290976
6.0,0.0017387885123580408,0.001250714825728456
7.0,0.0032390287790944492,0.0010335759376165045
8.0,0.0009435567810124884,0.0002630604903271187
9.0,0.0015137337953493118,0.0008047496924863911
