K,Media do RMSE,Desvio Padrao do RMSE
1.0,0.009241197572268912,8.812021691710526e-06
2.0,0.0011057513260577293,3.211826543265109e-05
3.0,0.0007275835534382093,0.0004700361950753372
4.0,0.00045374460653021295,9.503979234273714e-06
5.0,0.0006319384054573751,3.873850643402129e-05
6.0,0.0005740164565350813,0.00013034976882840744
7.0,0.0005295485474161169,0.00022581738443053177
